Temperatura de equilibrio (K),Masa estelar (M☉),koi_disposition
401.0,1.021,CONFIRMED
1029.0,0.918,CONFIRMED
242.0,0.426,CONFIRMED
756.0,0.92,CANDIDATE
359.0,0.592,CANDIDATE
557.0,0.836,CONFIRMED
872.0,1.194,CONFIRMED
1431.0,1.193,CONFIRMED
1047.0,0.813,CONFIRMED
291.0,0.804,CANDIDATE
941.0,0.997,CONFIRMED
683.0,0.999,CANDIDATE
537.0,0.797,CANDIDATE
1368.0,1.162,CONFIRMED
330.0,0.785,CONFIRMED
1285.0,1.365,CONFIRMED
1790.0,1.068,CONFIRMED
508.0,1.097,CONFIRMED
1373.0,1.443,CONFIRMED
1378.0,0.974,CANDIDATE
1453.0,1.243,CONFIRMED
809.0,1.122,CONFIRMED
369.0,1.026,CONFIRMED
822.0,1.057,CONFIRMED
772.0,1.02,CONFIRMED
487.0,0.998,CONFIRMED
665.0,0.734,CONFIRMED
1112.0,0.781,CANDIDATE
879.0,0.781,CANDIDATE
289.0,0.812,CONFIRMED
648.0,0.328,CONFIRMED
436.0,0.328,CONFIRMED
1205.0,0.977,CONFIRMED
1011.0,0.92,CONFIRMED
584.0,1.034,CONFIRMED
202.0,0.659,CONFIRMED
475.0,1.059,CONFIRMED
341.0,0.153,CONFIRMED
401.0,0.153,CONFIRMED
557.0,0.415,CONFIRMED
795.0,0.583,CANDIDATE
998.0,0.731,CONFIRMED
894.0,1.068,CONFIRMED
884.0,1.225,CONFIRMED
897.0,1.012,CONFIRMED
604.0,0.825,CANDIDATE
835.0,0.839,CANDIDATE
1123.0,0.76,CONFIRMED
434.0,0.605,CONFIRMED
566.0,0.605,CONFIRMED
1782.0,1.374,CANDIDATE
486.0,0.902,CONFIRMED
773.0,0.902,CONFIRMED
630.0,0.902,CONFIRMED
1389.0,0.793,CONFIRMED
730.0,0.952,CONFIRMED
678.0,0.952,CONFIRMED
200.0,0.646,CANDIDATE
1155.0,1.05,CONFIRMED
1129.0,0.877,CONFIRMED
1583.0,0.877,CANDIDATE
2085.0,1.049,CONFIRMED
1350.0,0.804,CANDIDATE
674.0,1.096,CANDIDATE
926.0,1.009,CONFIRMED
790.0,1.059,CONFIRMED
939.0,1.004,CONFIRMED
755.0,1.004,CONFIRMED
673.0,0.819,CANDIDATE
1628.0,0.902,CANDIDATE
667.0,1.048,CONFIRMED
770.0,1.084,CONFIRMED
2215.0,0.881,CANDIDATE
1075.0,1.084,CONFIRMED
300.0,0.798,CONFIRMED
240.0,0.65,CANDIDATE
681.0,1.048,CANDIDATE
934.0,0.92,CONFIRMED
1138.0,1.329,CANDIDATE
889.0,1.077,CONFIRMED
598.0,1.077,CONFIRMED
408.0,0.513,CONFIRMED
1283.0,0.83,CONFIRMED
559.0,0.95,CONFIRMED
1294.0,1.072,CONFIRMED
473.0,1.175,CANDIDATE
1015.0,0.68,CONFIRMED
1216.0,0.68,CONFIRMED
944.0,0.68,CANDIDATE
316.0,0.545,CANDIDATE
714.0,0.978,CONFIRMED
886.0,0.897,CONFIRMED
985.0,1.016,CANDIDATE
1249.0,0.85,CONFIRMED
697.0,0.513,CONFIRMED
509.0,0.513,CONFIRMED
1666.0,0.897,CONFIRMED
711.0,0.951,CONFIRMED
883.0,0.897,CONFIRMED
1219.0,1.069,CONFIRMED
693.0,1.235,CONFIRMED
1236.0,0.982,CONFIRMED
617.0,0.763,CONFIRMED
1655.0,1.072,CONFIRMED
1887.0,1.129,CONFIRMED
844.0,1.067,CONFIRMED
1311.0,1.126,CONFIRMED
1507.0,1.109,CANDIDATE
786.0,1.117,CONFIRMED
1064.0,1.117,CANDIDATE
551.0,1.042,CONFIRMED
2291.0,1.075,CONFIRMED
895.0,0.796,CONFIRMED
1211.0,1.029,CANDIDATE
564.0,0.933,CONFIRMED
636.0,1.079,CONFIRMED
1668.0,1.168,CONFIRMED
2047.0,1.181,CANDIDATE
737.0,0.913,CONFIRMED
1543.0,1.279,CONFIRMED
699.0,0.928,CANDIDATE
580.0,0.928,CONFIRMED
513.0,0.954,CONFIRMED
625.0,0.961,CONFIRMED
977.0,1.009,CONFIRMED
1140.0,1.015,CONFIRMED
931.0,1.015,CONFIRMED
1311.0,1.015,CONFIRMED
1006.0,1.015,CONFIRMED
1196.0,1.187,CONFIRMED
900.0,1.3,CONFIRMED
1212.0,0.6,CONFIRMED
1194.0,1.081,CONFIRMED
807.0,0.941,CONFIRMED
1059.0,0.941,CONFIRMED
836.0,0.708,CANDIDATE
1947.0,1.465,CONFIRMED
634.0,1.083,CANDIDATE
455.0,0.528,CANDIDATE
769.0,1.305,CONFIRMED
1403.0,1.02,CONFIRMED
1283.0,1.094,CONFIRMED
1278.0,1.022,CONFIRMED
1701.0,1.017,CONFIRMED
1472.0,1.122,CANDIDATE
670.0,1.05,CONFIRMED
968.0,1.092,CONFIRMED
1042.0,1.011,CONFIRMED
956.0,0.795,CONFIRMED
1873.0,0.87,CONFIRMED
281.0,0.645,CANDIDATE
493.0,0.864,CONFIRMED
1389.0,1.401,CANDIDATE
831.0,1.001,CONFIRMED
1214.0,0.963,CONFIRMED
1194.0,1.282,CONFIRMED
604.0,1.282,CONFIRMED
917.0,0.911,CONFIRMED
525.0,0.648,CONFIRMED
1564.0,0.871,CONFIRMED
978.0,0.983,CONFIRMED
1659.0,0.983,CONFIRMED
354.0,1.08,CANDIDATE
1012.0,0.878,CONFIRMED
1125.0,1.187,CONFIRMED
772.0,0.814,CONFIRMED
1005.0,0.913,CONFIRMED
1787.0,0.903,CONFIRMED
577.0,0.637,CONFIRMED
466.0,0.988,CONFIRMED
5173.0,2.17,CANDIDATE
1448.0,0.906,CONFIRMED
1714.0,0.84,CONFIRMED
843.0,1.092,CONFIRMED
864.0,0.993,CONFIRMED
651.0,1.536,CANDIDATE
624.0,0.814,CANDIDATE
295.0,0.782,CONFIRMED
539.0,0.782,CONFIRMED
879.0,0.915,CONFIRMED
989.0,0.915,CANDIDATE
661.0,0.911,CONFIRMED
1177.0,1.01,CONFIRMED
404.0,0.892,CANDIDATE
1063.0,0.956,CONFIRMED
786.0,0.967,CONFIRMED
321.0,0.888,CANDIDATE
215.0,0.743,CONFIRMED
1455.0,0.987,CONFIRMED
728.0,0.907,CONFIRMED
428.0,0.932,CONFIRMED
710.0,1.008,CONFIRMED
827.0,0.753,CONFIRMED
649.0,1.067,CONFIRMED
910.0,1.251,CONFIRMED
915.0,0.977,CANDIDATE
423.0,0.723,CANDIDATE
865.0,0.987,CONFIRMED
939.0,1.05,CONFIRMED
625.0,0.58,CONFIRMED
301.0,0.798,CANDIDATE
1046.0,0.955,CONFIRMED
809.0,0.789,CONFIRMED
793.0,1.004,CONFIRMED
1260.0,1.004,CONFIRMED
369.0,0.8,CONFIRMED
987.0,1.023,CONFIRMED
590.0,1.225,CONFIRMED
933.0,1.907,CONFIRMED
959.0,1.377,CONFIRMED
928.0,1.128,CONFIRMED
283.0,0.73,CANDIDATE
755.0,0.698,CONFIRMED
536.0,0.698,CONFIRMED
636.0,0.698,CONFIRMED
481.0,1.313,CANDIDATE
437.0,0.669,CONFIRMED
2124.0,1.096,CONFIRMED
1061.0,0.832,CONFIRMED
2223.0,1.156,CANDIDATE
248.0,0.711,CONFIRMED
606.0,0.524,CONFIRMED
988.0,0.733,CONFIRMED
424.0,1.128,CANDIDATE
525.0,1.251,CONFIRMED
608.0,0.806,CONFIRMED
1541.0,0.809,CONFIRMED
777.0,0.809,CONFIRMED
1009.0,1.059,CONFIRMED
1147.0,0.782,CANDIDATE
727.0,1.704,CANDIDATE
940.0,1.704,CANDIDATE
1642.0,0.945,CONFIRMED
879.0,0.94,CONFIRMED
2174.0,1.07,CONFIRMED
267.0,0.867,CONFIRMED
555.0,2.122,CANDIDATE
1299.0,1.584,CONFIRMED
969.0,0.946,CONFIRMED
1137.0,0.946,CONFIRMED
698.0,1.225,CONFIRMED
783.0,0.578,CONFIRMED
1423.0,1.139,CONFIRMED
1110.0,1.443,CANDIDATE
998.0,0.939,CANDIDATE
446.0,0.988,CONFIRMED
1796.0,0.889,CONFIRMED
1127.0,0.55,CANDIDATE
1417.0,0.783,CANDIDATE
356.0,0.758,CONFIRMED
1407.0,1.107,CONFIRMED
241.0,0.687,CONFIRMED
1209.0,1.257,CONFIRMED
975.0,1.257,CONFIRMED
1095.0,1.7,CONFIRMED
467.0,0.871,CONFIRMED
839.0,0.979,CONFIRMED
1181.0,1.091,CONFIRMED
782.0,0.97,CANDIDATE
1616.0,1.136,CONFIRMED
244.0,0.539,CONFIRMED
287.0,0.82,CANDIDATE
1132.0,1.022,CONFIRMED
975.0,1.142,CONFIRMED
1671.0,0.843,CANDIDATE
969.0,0.979,CANDIDATE
810.0,0.805,CONFIRMED
532.0,0.913,CONFIRMED
711.0,1.027,CONFIRMED
1445.0,1.074,CONFIRMED
385.0,0.882,CONFIRMED
777.0,1.694,CANDIDATE
570.0,0.987,CONFIRMED
1253.0,1.072,CONFIRMED
1084.0,0.949,CANDIDATE
441.0,1.15,CONFIRMED
1397.0,0.999,CONFIRMED
982.0,0.95,CONFIRMED
1391.0,0.848,CANDIDATE
601.0,0.52,CONFIRMED
769.0,1.053,CONFIRMED
629.0,0.977,CONFIRMED
1212.0,1.038,CONFIRMED
1107.0,1.027,CONFIRMED
646.0,1.082,CONFIRMED
951.0,1.193,CONFIRMED
1046.0,1.072,CONFIRMED
709.0,1.24,CONFIRMED
791.0,0.943,CONFIRMED
873.0,1.24,CONFIRMED
388.0,0.972,CONFIRMED
1194.0,0.973,CONFIRMED
1107.0,1.234,CANDIDATE
1231.0,0.999,CONFIRMED
851.0,1.081,CONFIRMED
1026.0,1.081,CONFIRMED
945.0,1.081,CONFIRMED
781.0,1.142,CONFIRMED
847.0,1.193,CONFIRMED
568.0,0.814,CONFIRMED
742.0,0.814,CONFIRMED
402.0,0.505,CONFIRMED
338.0,0.505,CONFIRMED
1204.0,1.074,CONFIRMED
345.0,0.846,CONFIRMED
355.0,0.91,CONFIRMED
223.0,1.105,CONFIRMED
661.0,1.034,CONFIRMED
1007.0,0.999,CONFIRMED
661.0,0.928,CONFIRMED
1033.0,0.833,CONFIRMED
451.0,0.95,CONFIRMED
797.0,1.094,CONFIRMED
887.0,0.698,CANDIDATE
1844.0,1.083,CONFIRMED
443.0,0.505,CONFIRMED
408.0,0.753,CONFIRMED
752.0,1.025,CONFIRMED
350.0,1.025,CONFIRMED
972.0,1.025,CONFIRMED
523.0,1.034,CONFIRMED
2005.0,1.258,CANDIDATE
1517.0,1.034,CONFIRMED
837.0,1.285,CANDIDATE
789.0,0.86,CONFIRMED
638.0,0.861,CANDIDATE
919.0,0.861,CANDIDATE
901.0,0.987,CONFIRMED
1049.0,1.388,CONFIRMED
1199.0,1.1,CONFIRMED
885.0,0.954,CANDIDATE
1199.0,0.954,CANDIDATE
637.0,1.142,CONFIRMED
803.0,1.324,CONFIRMED
761.0,1.486,CONFIRMED
703.0,1.187,CANDIDATE
1302.0,1.043,CONFIRMED
1441.0,1.197,CANDIDATE
689.0,1.108,CONFIRMED
953.0,1.108,CONFIRMED
840.0,0.944,CANDIDATE
1846.0,0.988,CONFIRMED
291.0,0.488,CANDIDATE
1230.0,0.892,CANDIDATE
969.0,0.62,CONFIRMED
1291.0,1.051,CANDIDATE
1064.0,1.051,CONFIRMED
709.0,1.137,CONFIRMED
1050.0,1.043,CONFIRMED
884.0,0.872,CONFIRMED
1673.0,1.359,CONFIRMED
698.0,0.862,CONFIRMED
718.0,0.978,CONFIRMED
927.0,0.926,CANDIDATE
1870.0,1.008,CONFIRMED
695.0,0.942,CONFIRMED
915.0,0.963,CANDIDATE
529.0,0.236,CANDIDATE
1226.0,1.072,CONFIRMED
1320.0,1.466,CONFIRMED
800.0,1.061,CANDIDATE
1301.0,1.092,CONFIRMED
428.0,1.092,CONFIRMED
639.0,1.015,CONFIRMED
473.0,1.015,CONFIRMED
521.0,0.65,CONFIRMED
1287.0,1.08,CONFIRMED
1077.0,1.021,CANDIDATE
1183.0,1.011,CANDIDATE
595.0,1.048,CANDIDATE
1361.0,1.165,CANDIDATE
536.0,1.07,CONFIRMED
1331.0,1.087,CONFIRMED
1001.0,1.056,CONFIRMED
1048.0,1.328,CANDIDATE
886.0,1.065,CONFIRMED
974.0,1.036,CONFIRMED
1574.0,1.036,CONFIRMED
832.0,1.038,CONFIRMED
748.0,1.085,CONFIRMED
1028.0,0.866,CONFIRMED
879.0,0.993,CANDIDATE
615.0,0.978,CONFIRMED
957.0,0.89,CONFIRMED
419.0,0.592,CONFIRMED
1487.0,0.917,CANDIDATE
620.0,0.752,CONFIRMED
856.0,0.752,CONFIRMED
770.0,0.959,CONFIRMED
3195.0,1.22,CANDIDATE
1099.0,1.172,CONFIRMED
1157.0,1.238,CONFIRMED
944.0,1.305,CONFIRMED
1328.0,1.024,CONFIRMED
1259.0,1.325,CANDIDATE
850.0,1.072,CANDIDATE
802.0,0.971,CANDIDATE
736.0,0.874,CANDIDATE
637.0,0.874,CONFIRMED
510.0,1.006,CONFIRMED
806.0,0.901,CONFIRMED
1031.0,0.663,CONFIRMED
645.0,0.636,CONFIRMED
1490.0,1.023,CONFIRMED
708.0,0.953,CONFIRMED
738.0,0.824,CONFIRMED
968.0,0.824,CONFIRMED
1662.0,1.005,CONFIRMED
891.0,1.005,CONFIRMED
503.0,0.701,CANDIDATE
1510.0,1.029,CONFIRMED
1324.0,1.029,CONFIRMED
557.0,0.973,CONFIRMED
758.0,0.929,CONFIRMED
785.0,0.973,CONFIRMED
718.0,1.313,CANDIDATE
420.0,0.428,CONFIRMED
798.0,0.769,CONFIRMED
1331.0,0.769,CANDIDATE
597.0,0.984,CONFIRMED
890.0,0.884,CONFIRMED
1024.0,0.884,CONFIRMED
1201.0,1.004,CONFIRMED
1597.0,1.004,CONFIRMED
863.0,1.014,CONFIRMED
1610.0,1.039,CONFIRMED
725.0,0.745,CONFIRMED
1017.0,0.873,CONFIRMED
1209.0,1.233,CONFIRMED
807.0,0.812,CONFIRMED
833.0,1.298,CONFIRMED
1810.0,0.824,CANDIDATE
682.0,1.106,CONFIRMED
1211.0,1.448,CONFIRMED
742.0,0.958,CONFIRMED
332.0,0.958,CONFIRMED
582.0,1.004,CONFIRMED
488.0,0.932,CONFIRMED
453.0,0.725,CONFIRMED
620.0,0.825,CONFIRMED
975.0,1.269,CANDIDATE
538.0,0.95,CANDIDATE
822.0,0.851,CONFIRMED
505.0,0.859,CONFIRMED
1069.0,0.929,CONFIRMED
851.0,0.759,CANDIDATE
539.0,1.017,CANDIDATE
663.0,0.995,CONFIRMED
1041.0,0.995,CONFIRMED
721.0,1.25,CANDIDATE
1328.0,0.899,CONFIRMED
423.0,0.748,CONFIRMED
776.0,0.944,CONFIRMED
714.0,0.76,CANDIDATE
790.0,0.971,CANDIDATE
294.0,1.089,CONFIRMED
808.0,0.982,CONFIRMED
866.0,1.208,CONFIRMED
797.0,0.839,CONFIRMED
233.0,0.572,CANDIDATE
1789.0,1.075,CONFIRMED
741.0,0.926,CONFIRMED
526.0,0.758,CANDIDATE
818.0,0.926,CANDIDATE
801.0,1.13,CANDIDATE
652.0,1.185,CONFIRMED
1105.0,0.966,CONFIRMED
892.0,0.966,CONFIRMED
623.0,0.915,CONFIRMED
342.0,1.089,CONFIRMED
237.0,0.605,CANDIDATE
520.0,1.089,CONFIRMED
703.0,0.993,CONFIRMED
458.0,1.158,CANDIDATE
780.0,1.158,CONFIRMED
1238.0,1.293,CONFIRMED
596.0,0.786,CONFIRMED
565.0,0.94,CONFIRMED
1167.0,0.837,CONFIRMED
1356.0,1.104,CONFIRMED
1082.0,0.929,CONFIRMED
807.0,0.928,CANDIDATE
1248.0,1.29,CONFIRMED
564.0,0.79,CONFIRMED
397.0,0.79,CANDIDATE
1592.0,0.94,CONFIRMED
721.0,1.075,CONFIRMED
933.0,1.075,CONFIRMED
1247.0,1.166,CONFIRMED
1877.0,0.834,CONFIRMED
1129.0,0.798,CANDIDATE
854.0,0.945,CONFIRMED
663.0,0.95,CONFIRMED
826.0,1.12,CONFIRMED
552.0,1.164,CONFIRMED
867.0,1.131,CANDIDATE
1021.0,1.131,CANDIDATE
928.0,1.131,CANDIDATE
501.0,0.789,CONFIRMED
904.0,0.999,CONFIRMED
734.0,0.935,CANDIDATE
497.0,1.021,CONFIRMED
549.0,1.021,CONFIRMED
678.0,0.789,CONFIRMED
683.0,1.104,CONFIRMED
473.0,0.808,CONFIRMED
1017.0,0.812,CONFIRMED
216.0,0.993,CANDIDATE
873.0,1.066,CONFIRMED
927.0,0.876,CONFIRMED
611.0,0.904,CONFIRMED
429.0,0.551,CONFIRMED
526.0,0.888,CONFIRMED
1009.0,0.881,CONFIRMED
772.0,0.835,CONFIRMED
887.0,0.534,CANDIDATE
924.0,0.89,CONFIRMED
873.0,0.942,CANDIDATE
1246.0,1.231,CONFIRMED
1365.0,1.091,CONFIRMED
994.0,1.053,CANDIDATE
1069.0,1.038,CONFIRMED
1166.0,0.823,CONFIRMED
948.0,0.823,CONFIRMED
932.0,0.994,CONFIRMED
888.0,1.01,CONFIRMED
849.0,1.036,CANDIDATE
805.0,1.004,CANDIDATE
586.0,0.859,CONFIRMED
487.0,0.859,CONFIRMED
349.0,0.859,CONFIRMED
1313.0,0.835,CONFIRMED
468.0,0.835,CONFIRMED
978.0,0.946,CONFIRMED
846.0,0.886,CONFIRMED
392.0,0.886,CONFIRMED
656.0,0.886,CONFIRMED
764.0,0.961,CONFIRMED
161.0,0.096,CONFIRMED
690.0,0.611,CANDIDATE
318.0,1.01,CONFIRMED
857.0,0.81,CONFIRMED
472.0,1.003,CONFIRMED
596.0,0.81,CONFIRMED
491.0,0.848,CANDIDATE
722.0,0.81,CONFIRMED
1482.0,1.516,CONFIRMED
760.0,0.748,CONFIRMED
483.0,0.622,CONFIRMED
530.0,0.622,CANDIDATE
286.0,0.998,CONFIRMED
621.0,0.774,CONFIRMED
628.0,0.876,CONFIRMED
553.0,0.766,CONFIRMED
646.0,0.889,CONFIRMED
858.0,0.858,CONFIRMED
803.0,0.741,CONFIRMED
1176.0,1.053,CONFIRMED
656.0,0.832,CONFIRMED
1740.0,1.231,CONFIRMED
1000.0,1.324,CANDIDATE
1098.0,0.832,CONFIRMED
810.0,0.856,CONFIRMED
1513.0,0.968,CONFIRMED
803.0,0.947,CONFIRMED
623.0,0.947,CONFIRMED
926.0,0.947,CONFIRMED
1046.0,0.897,CONFIRMED
458.0,0.774,CONFIRMED
1103.0,1.098,CONFIRMED
970.0,0.927,CONFIRMED
224.0,0.927,CONFIRMED
807.0,0.776,CONFIRMED
546.0,0.806,CONFIRMED
129.0,0.776,CONFIRMED
1075.0,0.856,CONFIRMED
1056.0,1.05,CONFIRMED
436.0,0.907,CONFIRMED
1367.0,1.047,CONFIRMED
706.0,1.01,CONFIRMED
713.0,1.001,CONFIRMED
641.0,0.731,CONFIRMED
620.0,0.764,CONFIRMED
785.0,1.106,CONFIRMED
979.0,1.093,CONFIRMED
657.0,0.895,CONFIRMED
177.0,0.916,CANDIDATE
276.0,0.974,CANDIDATE
575.0,0.675,CANDIDATE
562.0,0.557,CONFIRMED
1980.0,0.884,CONFIRMED
678.0,0.776,CONFIRMED
473.0,0.776,CONFIRMED
541.0,0.855,CONFIRMED
314.0,0.496,CONFIRMED
678.0,0.928,CONFIRMED
1515.0,1.097,CONFIRMED
1117.0,1.231,CONFIRMED
540.0,0.875,CONFIRMED
781.0,0.875,CONFIRMED
562.0,0.989,CONFIRMED
751.0,0.882,CONFIRMED
469.0,0.882,CONFIRMED
999.0,1.016,CONFIRMED
1296.0,1.001,CONFIRMED
271.0,0.557,CONFIRMED
1346.0,0.931,CONFIRMED
806.0,0.974,CANDIDATE
588.0,0.829,CONFIRMED
867.0,0.829,CONFIRMED
1774.0,0.959,CONFIRMED
1012.0,1.244,CANDIDATE
862.0,1.113,CONFIRMED
634.0,0.806,CONFIRMED
1240.0,1.113,CONFIRMED
937.0,0.807,CONFIRMED
1041.0,0.807,CONFIRMED
1499.0,1.556,CANDIDATE
729.0,1.18,CONFIRMED
595.0,1.093,CONFIRMED
2162.0,1.007,CANDIDATE
568.0,0.96,CONFIRMED
860.0,1.061,CONFIRMED
413.0,1.061,CONFIRMED
779.0,0.918,CONFIRMED
1546.0,0.918,CONFIRMED
1689.0,0.97,CANDIDATE
969.0,0.918,CONFIRMED
664.0,0.887,CONFIRMED
766.0,0.894,CONFIRMED
730.0,0.884,CONFIRMED
547.0,0.584,CONFIRMED
495.0,0.584,CONFIRMED
722.0,0.584,CONFIRMED
629.0,0.584,CONFIRMED
935.0,1.18,CONFIRMED
535.0,0.822,CONFIRMED
725.0,1.117,CONFIRMED
257.0,0.799,CONFIRMED
499.0,1.061,CONFIRMED
750.0,0.494,CONFIRMED
815.0,0.989,CONFIRMED
1012.0,1.106,CONFIRMED
1648.0,0.989,CONFIRMED
524.0,0.884,CONFIRMED
500.0,0.656,CONFIRMED
418.0,0.656,CONFIRMED
447.0,0.521,CONFIRMED
275.0,0.521,CONFIRMED
1054.0,0.584,CONFIRMED
664.0,1.02,CANDIDATE
457.0,0.806,CONFIRMED
558.0,0.626,CONFIRMED
743.0,0.925,CONFIRMED
857.0,0.945,CONFIRMED
1305.0,1.343,CANDIDATE
1088.0,0.945,CONFIRMED
1073.0,1.041,CONFIRMED
830.0,1.041,CONFIRMED
1767.0,1.041,CONFIRMED
1398.0,1.159,CONFIRMED
849.0,0.93,CONFIRMED
584.0,1.106,CONFIRMED
587.0,0.815,CANDIDATE
1281.0,0.997,CONFIRMED
521.0,0.93,CONFIRMED
595.0,0.806,CONFIRMED
1215.0,0.878,CANDIDATE
776.0,0.806,CONFIRMED
962.0,0.806,CONFIRMED
702.0,0.806,CONFIRMED
1583.0,1.135,CANDIDATE
1050.0,0.815,CONFIRMED
367.0,0.815,CONFIRMED
413.0,0.876,CONFIRMED
957.0,0.876,CONFIRMED
1284.0,0.876,CONFIRMED
498.0,0.861,CONFIRMED
1112.0,0.869,CANDIDATE
771.0,0.929,CONFIRMED
1134.0,0.929,CONFIRMED
868.0,0.827,CONFIRMED
321.0,0.806,CONFIRMED
927.0,0.941,CANDIDATE
603.0,0.769,CONFIRMED
899.0,1.086,CONFIRMED
719.0,0.806,CONFIRMED
623.0,0.779,CONFIRMED
1008.0,1.038,CANDIDATE
753.0,0.876,CONFIRMED
528.0,0.869,CONFIRMED
540.0,0.934,CONFIRMED
306.0,0.934,CONFIRMED
765.0,0.876,CONFIRMED
436.0,0.934,CONFIRMED
769.0,0.827,CONFIRMED
1550.0,3.601,CANDIDATE
681.0,0.875,CONFIRMED
961.0,0.875,CONFIRMED
595.0,1.301,CANDIDATE
702.0,1.086,CONFIRMED
1053.0,0.914,CONFIRMED
752.0,0.914,CONFIRMED
497.0,0.914,CONFIRMED
1256.0,0.964,CONFIRMED
833.0,0.806,CONFIRMED
852.0,1.045,CONFIRMED
731.0,1.018,CONFIRMED
401.0,1.018,CONFIRMED
1098.0,1.018,CONFIRMED
1024.0,0.938,CANDIDATE
876.0,0.899,CONFIRMED
706.0,0.896,CONFIRMED
795.0,0.649,CANDIDATE
267.0,0.271,CONFIRMED
446.0,0.973,CONFIRMED
989.0,0.973,CONFIRMED
797.0,1.128,CANDIDATE
970.0,0.964,CONFIRMED
736.0,0.964,CONFIRMED
550.0,0.964,CONFIRMED
956.0,0.793,CONFIRMED
1179.0,0.793,CONFIRMED
478.0,1.658,CANDIDATE
611.0,1.353,CONFIRMED
637.0,1.041,CONFIRMED
780.0,0.877,CONFIRMED
630.0,0.877,CONFIRMED
734.0,0.899,CONFIRMED
544.0,0.899,CONFIRMED
1095.0,0.876,CONFIRMED
1131.0,0.899,CONFIRMED
806.0,0.972,CONFIRMED
1068.0,1.11,CANDIDATE
658.0,0.973,CONFIRMED
546.0,0.771,CONFIRMED
778.0,1.657,CANDIDATE
792.0,0.806,CONFIRMED
1017.0,1.029,CONFIRMED
664.0,1.279,CONFIRMED
559.0,0.877,CONFIRMED
1133.0,0.861,CONFIRMED
1278.0,0.861,CONFIRMED
530.0,0.811,CONFIRMED
1237.0,0.811,CONFIRMED
906.0,1.004,CANDIDATE
1258.0,0.977,CONFIRMED
639.0,0.878,CONFIRMED
544.0,0.878,CONFIRMED
525.0,0.963,CANDIDATE
908.0,1.107,CANDIDATE
1129.0,1.068,CONFIRMED
648.0,0.882,CONFIRMED
906.0,0.882,CONFIRMED
1063.0,0.93,CONFIRMED
1178.0,0.926,CONFIRMED
553.0,0.636,CONFIRMED
377.0,0.636,CONFIRMED
212.0,0.636,CONFIRMED
453.0,1.353,CONFIRMED
464.0,0.452,CONFIRMED
379.0,0.452,CONFIRMED
571.0,0.452,CONFIRMED
319.0,0.452,CONFIRMED
334.0,0.923,CANDIDATE
397.0,0.876,CONFIRMED
551.0,0.826,CONFIRMED
532.0,0.995,CANDIDATE
697.0,0.939,CONFIRMED
881.0,0.966,CONFIRMED
637.0,0.966,CONFIRMED
429.0,0.966,CONFIRMED
1141.0,0.966,CONFIRMED
827.0,1.079,CONFIRMED
762.0,0.907,CONFIRMED
583.0,1.079,CONFIRMED
633.0,0.789,CONFIRMED
841.0,0.789,CONFIRMED
963.0,1.057,CONFIRMED
1244.0,1.057,CONFIRMED
1025.0,0.958,CONFIRMED
1463.0,0.958,CONFIRMED
544.0,0.789,CONFIRMED
400.0,0.64,CANDIDATE
326.0,0.826,CONFIRMED
656.0,0.985,CANDIDATE
768.0,0.718,CONFIRMED
581.0,1.141,CANDIDATE
1966.0,2.053,CANDIDATE
716.0,0.864,CONFIRMED
581.0,0.864,CONFIRMED
526.0,0.759,CONFIRMED
1026.0,1.169,CANDIDATE
1158.0,0.743,CANDIDATE
827.0,1.055,CONFIRMED
1048.0,1.004,CONFIRMED
784.0,0.966,CONFIRMED
685.0,1.012,CONFIRMED
871.0,1.066,CONFIRMED
241.0,1.026,CANDIDATE
286.0,1.028,CANDIDATE
1452.0,1.079,CANDIDATE
1655.0,1.337,CONFIRMED
472.0,0.925,CANDIDATE
1430.0,1.136,CANDIDATE
947.0,1.055,CONFIRMED
751.0,1.055,CONFIRMED
515.0,0.913,CONFIRMED
388.0,0.538,CANDIDATE
1042.0,1.055,CONFIRMED
109.0,0.709,CANDIDATE
816.0,0.917,CONFIRMED
343.0,0.96,CONFIRMED
767.0,1.049,CONFIRMED
1730.0,1.46,CONFIRMED
632.0,0.801,CONFIRMED
679.0,0.822,CONFIRMED
1163.0,1.133,CONFIRMED
644.0,0.922,CONFIRMED
788.0,0.922,CONFIRMED
1569.0,1.05,CONFIRMED
1139.0,1.05,CANDIDATE
975.0,1.05,CONFIRMED
758.0,0.743,CONFIRMED
610.0,0.743,CONFIRMED
595.0,0.98,CONFIRMED
420.0,0.98,CONFIRMED
828.0,1.247,CONFIRMED
500.0,0.928,CONFIRMED
1326.0,1.087,CONFIRMED
1060.0,1.087,CONFIRMED
1101.0,1.117,CANDIDATE
619.0,1.122,CONFIRMED
758.0,1.122,CONFIRMED
674.0,1.058,CONFIRMED
937.0,0.743,CONFIRMED
517.0,0.743,CONFIRMED
616.0,0.999,CONFIRMED
503.0,0.974,CONFIRMED
434.0,0.999,CANDIDATE
1578.0,1.595,CANDIDATE
457.0,0.671,CANDIDATE
564.0,0.875,CONFIRMED
310.0,0.632,CANDIDATE
1507.0,1.081,CONFIRMED
872.0,1.068,CONFIRMED
526.0,0.674,CANDIDATE
412.0,0.616,CONFIRMED
579.0,0.616,CONFIRMED
777.0,0.968,CONFIRMED
1021.0,0.997,CONFIRMED
725.0,0.997,CONFIRMED
1309.0,0.963,CONFIRMED
1567.0,1.573,CANDIDATE
527.0,0.92,CONFIRMED
784.0,0.92,CONFIRMED
